geoid,MEAN
17031291600,99.39203001
17031580200,100.2170854
17031590500,100.2775846
17031590700,100.8437139
17031610400,100.680754
17031843800,100.0900938
17031400400,96.96568691
17031410500,94.69598377
17031421200,99.69144455
17031834400,98.81772403
17031612100,98.13222073
17031611000,97.7157408
17031030104,84.39274353
17031010501,88.84693463
17031020100,92.1452432
17031640100,100.075756
17031560700,100.2902471
17031170900,99.86911195
17031180100,99.94484553
17031252000,97.99002476
17031252201,100.9744165
17031381700,99.52422598
17031380700,99.7382007
17031330200,99.39765641
17031340500,99.76985716
17031390300,97.97345235
17031390400,95.36034921
17031410100,96.2922842
17031240200,99.38998149
17031832600,99.13072738
17031241200,99.04536522
17031070600,99.32597903
17031160502,98.18033263
17031200401,99.77934566
17031220701,99.83124183
17031730600,99.51152908
17031260700,99.58303653
17031291200,98.75139153
17031841600,99.49089255
17031841500,98.67552823
17031030703,96.34132051
17031030800,95.03098903
17031030701,93.47865545
17031030702,91.24268244
17031190100,99.29137273
17031200100,99.41848066
17031040600,95.95355846
17031830800,96.47475932
17031160700,98.61979427
17031062400,98.93056295
17031760802,98.30975032
17031490901,98.6838609
17031260400,99.02190377
17031282800,99.92566392
17031020701,97.3430236
17031061200,99.12849108
17031310500,99.3314103
17031560200,98.64877011
17031100400,99.07570331
17031980000,96.84340716
17031671900,100.4677197
17031710100,99.74101417
17031691300,100.4787029
17031071600,95.86754218
17031460400,99.53596584
17031460500,100.0792481
17031480300,99.89499898
17031081900,99.18055741
17031431302,98.44120884
17031241100,98.79687206
17031243300,99.83138125
17031490400,99.93404546
17031500300,98.71440501
17031242700,98.84501059
17031839800,99.85691072
17031842600,100.5329457
17031300700,100.8825119
17031840700,100.1503273
17031841700,99.61091435
17031843100,97.87310504
17031840800,99.82732766
17031300800,100.9852921
17031300900,100.4571795
17031301600,100.2615721
17031590600,100.472479
17031301100,100.5517951
17031301200,100.3373214
17031570100,101.1612584
17031580300,100.0935665
17031830500,99.2560307
17031841300,99.48926668
17031843500,98.79685643
17031840400,100.1686583
17031580700,100.8176662
17031580100,100.6951232
17031610300,100.1563863
17031580502,100.8058376
17031839700,100.3938059
17031840300,100.805927
17031611500,100.5488704
17031580400,99.89674221
17031580600,101.0074491
17031580800,101.26752
17031580501,100.59229
17031834600,99.96752675
17031630100,100.3851853
17031611700,99.88762431
17031611200,100.4957041
17031611400,100.5921747
17031611800,99.80038248
17031611300,100.8476585
17031670300,100.4571718
17031611900,100.420375
17031611600,100.1830807
17031670100,101.8101701
17031670400,100.6191913
17031670200,101.4279173
17031670500,100.5243371
17031680500,101.2141572
17031834700,99.97523777
17031835100,100.4583527
17031630400,100.2751605
17031630800,101.3755945
17031660302,100.4215279
17031660400,100.4770182
17031835000,100.6902703
17031660900,98.9707836
17031660700,100.4805658
17031660301,100.1887684
17031660600,100.5398363
17031671100,99.29148373
17031660800,100.551602
17031661000,100.9004533
17031671400,100.795682
17031420500,97.48649509
17031671500,100.2326446
17031670800,99.54510423
17031680600,101.157661
17031834900,99.22884213
17031671200,99.02941644
17031670600,100.6461613
17031670700,100.0890746
17031671300,100.2434717
17031671600,99.92910573
17031681000,100.0810912
17031681100,99.60967924
17031670900,100.7308982
17031834800,100.8160919
17031680900,99.42537901
17031842800,99.7502765
17031630200,99.17713088
17031611100,99.77216349
17031630500,100.2383501
17031420600,98.65468688
17031390600,96.49446827
17031836100,96.9104431
17031400500,98.64550192
17031400800,99.42294764
17031351500,99.74268664
17031400300,96.5159411
17031836200,96.78958501
17031834500,99.32478471
17031842500,100.4291289
17031420300,99.06971147
17031420200,97.88057995
17031420400,97.67124994
17031411100,97.72519597
17031411200,96.3470233
17031420100,99.28133875
17031420700,99.84258032
17031690500,100.5135287
17031420800,99.29028282
17031690300,99.71223653
17031841800,99.0482877
17031690400,100.0925082
17031380500,99.65117923
17031843900,98.52572725
17031612000,99.81795179
17031010202,91.32358743
17031830600,92.0598794
17031010502,88.21151862
17031010100,87.81825744
17031010201,90.55040452
17031010300,87.92162956
17031010400,85.53766945
17031010503,89.84039687
17031010600,90.19464512
17031010701,90.86826458
17031010702,91.343229
17031660500,100.5340167
17031020400,93.33983035
17031020500,91.38568102
17031030200,90.70465118
17031351100,98.16026587
17031020200,97.33985781
17031560800,100.3798161
17031630300,99.56567253
17031560900,99.92391971
17031561100,100.7452633
17031630900,101.2784428
17031570500,101.355774
17031620200,100.6973078
17031620300,100.4409246
17031640300,100.7350997
17031640400,98.95168056
17031620400,101.2495779
17031650200,101.0731068
17031835200,100.5873773
17031561000,99.94098477
17031980100,98.48737954
17031570300,100.2251624
17031620100,99.45178926
17031650100,101.1285279
17031640700,100.2012945
17031650301,101.0451054
17031390500,96.57380553
17031640500,100.4051627
17031640600,100.5107541
17031650302,100.8601823
17031081401,90.23307671
17031170800,99.97404071
