geoid,MEAN
17031834900,91.19971141
17031671200,96.02987541
17031670600,92.31393659
17031670700,94.02533539
17031671300,93.51351717
17031671600,94.3609137
17031681000,90.86510473
17031681100,93.41931659
17031670900,91.6428838
17031834800,90.97182733
17031680900,90.96552342
17031842800,89.64989051
17031630200,89.94315644
17031611100,90.89559961
17031630500,90.83995042
17031420600,87.76420223
17031390600,85.30627622
17031836100,87.11041264
17031400500,88.7862146
17031400800,89.21183843
17031351500,87.66286839
17031400300,85.95921962
17031836200,85.60201185
17031834500,90.23424728
17031842500,89.47046615
17031420300,87.03471531
17031420200,86.08470405
17031420400,86.80159194
17031411100,84.79135976
17031411200,85.14568978
17031420100,88.95169112
17031420700,89.11176236
17031690500,92.30009011
17031420800,88.12503216
17031690300,91.64996104
17031841800,90.38941702
17031690400,90.68016801
17031380500,88.1619199
17031843900,87.75240754
17031612000,90.431718
17031010202,84.16761648
17031830600,85.60175445
17031010502,83.35393753
17031010100,82.67533072
17031010201,83.66509703
17031010300,83.07699823
17031010400,81.78519308
17031010503,84.54262095
17031010600,84.0765089
17031010701,83.57063691
17031010702,84.23270909
17031660500,92.87643178
17031020400,84.87290333
17031020500,84.06864271
17031030200,84.43852236
17031351100,87.67115979
17031020200,85.94792361
17031560800,92.11343504
17031630300,90.65856745
17031560900,91.42051788
17031561100,92.66159625
17031630900,92.5496367
17031570500,92.07195193
17031620200,92.20615779
17031620300,91.60252631
17031640300,93.14129566
17031640400,90.06303662
17031620400,93.02299786
17031650200,93.18080358
17031835200,90.72415607
17031561000,91.62567719
17031980100,89.26442528
17031570300,91.35775052
17031620100,90.63743405
17031650100,93.19765804
17031640700,91.13760291
17031650301,93.56148615
17031390500,85.78663689
17031640500,90.51660335
17031640600,90.69450146
17031650302,93.43830985
17031081401,86.09667998
17031170800,90.47889195
17031171000,91.64548888
17031839200,89.05155507
17031831500,89.51958946
17031250500,91.38406273
17031839500,87.75837553
17031831600,89.99427331
17031250300,89.31315232
17031191302,90.58682842
17031191200,89.17381408
17031191301,90.66582557
17031250400,89.4910323
17031250700,90.24139337
17031251900,89.88121125
17031250600,91.31876566
17031251200,90.79925355
17031251300,91.23133808
17031251400,90.42493819
17031251500,91.3236975
17031252101,87.68302597
17031252102,90.03285993
17031252202,91.02218865
17031831400,89.17814036
17031140601,88.29945554
17031560100,90.04992611
17031560300,91.22881812
17031560400,90.21223057
17031351400,88.06888089
17031570200,90.40311105
17031570400,91.28572105
17031340400,88.96439417
17031839600,88.64674423
17031340600,88.6773968
17031350400,88.42534958
17031380200,86.94681749
17031835900,87.29626037
17031841000,88.16103463
17031380100,86.641683
17031841100,90.68978154
17031842000,88.09970796
17031381200,86.09218626
17031836000,87.18217335
17031835700,88.59579228
17031835600,89.43962944
17031835500,89.27280539
17031610800,89.45008543
17031840000,88.70207769
17031381900,86.59275662
17031843600,86.78456072
17031381400,87.67591634
17031381500,88.19929394
17031381800,88.18363917
17031835800,87.10895722
17031360200,85.40932968
17031330100,87.5092285
17031350100,87.41406941
17031351000,87.54514069
17031836500,85.05307025
17031390100,86.05578505
17031390200,84.82911204
17031836400,85.40522156
17031390700,86.47880167
17031836300,84.47636345
17031410200,84.81320742
17031410700,83.89173901
17031190701,90.11723333
17031410900,85.0421414
17031410600,83.58583791
17031410800,85.63432838
17031839000,89.80156797
17031839100,90.42278285
17031320600,88.07916595
17031241300,88.39190653
17031320400,88.03164203
17031240500,88.73625087
17031832300,88.74615035
17031832500,88.66051849
17031240300,89.33774103
17031831000,89.52616673
17031842300,88.79938378
17031080201,87.86359581
17031842200,88.70936419
17031081800,89.77889218
17031242400,88.30109532
17031241500,89.06676603
17031241400,89.24382069
17031241600,88.79210973
17031061100,88.95044837
17031242000,87.70481892
17031242100,88.47233095
17031242200,89.04359394
17031242300,87.88008807
17031242900,88.45536344
17031243000,87.98557068
17031080202,88.53796137
17031080400,87.20544526
17031080100,86.01473993
17031071500,86.35560082
17031071800,88.91743463
17031080300,88.69364434
17031081000,89.17225996
17031081100,89.70908158
17031081201,88.988589
17031081202,85.69056136
17031081300,85.21725941
17031081500,91.32393189
17031081600,90.99897734
17031081700,90.27704663
17031838300,88.18445041
17031071700,88.27320066
17031070500,89.47186345
17031071000,88.32688829
17031140400,87.0306052
17031140302,86.03511077
17031140701,87.61823166
17031160501,88.91418601
17031140602,88.06536177
17031140500,87.30579243
17031140702,87.80365786
17031140200,87.11224314
17031140301,87.21927571
17031230500,89.19705319
17031160300,86.68216893
17031160400,87.92851446
17031160800,88.51855469
17031711300,97.50309381
17031160900,87.94855812
17031210100,89.40422734
17031220902,88.88042992
17031831100,88.93118618
17031200200,89.1905354
17031710300,92.37433003
17031220702,89.43725275
17031200300,89.45757365
17031220901,88.86090364
17031430101,86.55443573
17031230400,88.76902297
17031831200,89.36851956
17031200402,89.77174722
17031071300,85.91826129
17031210501,88.97659575
17031210502,89.72471617
17031210601,91.06010994
17031210602,89.78980268
17031210700,89.73905239
17031220500,87.59889292
17031220602,88.47865556
17031220601,88.66012974
17031221000,88.9314566
17031221100,88.51526089
17031440300,92.33491644
17031440600,92.78575967
17031490300,94.45591422
17031710900,92.79321295
17031834000,92.29568232
17031842400,92.77794029
17031490500,90.90040584
17031490600,93.95186445
17031490800,93.06618672
17031711500,94.46992632
17031730100,94.15255439
17031730500,94.56029798
17031710400,94.01136981
17031710500,94.00732809
17031711200,94.55265129
17031710600,94.82707476
17031730300,92.9117598
17031710700,94.12166711
17031711100,94.93142868
17031710800,93.6668268
17031060300,88.34078537
17031711000,94.33322202
17031711400,96.8949668
17031720100,92.99396415
17031730201,93.82842584
17031730202,95.04505639
17031720200,99.32564715
17031730400,95.24039156
17031260500,90.05777183
17031843400,89.92961431
17031261000,89.3786303
17031290900,90.0271156
17031040401,88.02410031
17031843000,89.88010138
17031260600,89.6572227
17031040900,87.8393876
17031260800,88.12799135
17031270500,88.5262188
17031260900,89.77224099
17031271400,88.15498433
17031271200,89.57652838
17031271500,89.59557189
17031151001,89.78671403
17031271300,89.14779705
17031838600,89.4153611
17031837300,89.64749782
17031661100,91.21978852
17031843300,89.63155358
17031841200,90.02318141
17031292200,90.61639488
17031060200,87.74190679
17031838700,90.3923962
17031300600,91.20989846
17031292400,90.30686231
17031031000,88.29726463
17031292500,89.76652458
17031841400,91.00311323
17031640800,91.73165193
17031030300,85.92991968
17031650500,90.28320127
17031650400,91.6324066
17031030603,85.63020076
17031700200,91.00394471
17031030900,86.60851017
17031030400,85.06234521
17031030706,85.19751079
17031031200,88.41450826
17031031300,86.06566735
17031030604,83.14592343
17031031400,87.12397538
17031031100,88.05067757
17031030101,83.70046527
17031030500,85.20045094
17031030102,83.89724297
17031030601,84.07922269
17031030103,83.38792363
17031151200,90.31272804
17031150800,89.56359883
17031190402,91.07245064
17031062500,90.42670716
17031151002,88.77242986
17031151100,90.3562808
17031161200,88.51058503
17031190200,89.0830302
17031190300,89.37421346
17031831700,88.94802095
17031161300,88.50779059
17031210400,88.67982354
17031191000,89.11123588
17031190702,89.80370398
17031190602,91.61838483
17031190800,89.33088308
17031190900,89.41528981
17031050800,90.44592256
17031191100,89.23748901
17031040800,85.68798917
17031031900,86.57470144
17031031800,88.02169825
17031040201,87.13140547
17031040402,87.82094613
17031050100,88.62051083
17031040700,86.32747606
17031060500,87.93646366
17031050200,89.63926842
17031140800,87.10267932
17031050300,88.32732229
17031060100,86.63535714
17031160602,87.5480049
17031843700,89.04175907
17031060400,88.67399675
17031210900,89.4253994
17031830700,86.60453228
17031031700,86.71058793
17031831900,89.11095237
17031051200,90.71957033
17031050700,90.10216303
17031050600,88.20416501
17031062600,91.67250681
17031062700,91.43656598
17031051300,91.00617726
17031050900,88.60705681
17031051000,88.93249497
17031050500,88.45112763
17031110300,91.56072537
17031110400,89.85339641
17031150200,88.35169041
17031150501,89.78743198
17031150300,87.56101848
17031150401,89.60536074
17031020802,87.17652601
17031171100,90.64154518
17031150402,90.54977604
17031150502,90.71318847
17031832100,88.26165432
17031150600,90.30997307
17031150700,90.85946397
17031170100,87.6549999
17031170200,91.34970356
17031170700,92.231147
17031170600,90.13606557
17031160601,87.36090379
17031170300,90.23637325
17031170400,90.95572061
17031530502,97.93648928
17031170500,89.2698083
17031770902,89.82481439
17031040300,86.49868747
17031140100,86.79275304
17031831800,85.79333968
17031220400,88.50869819
17031210800,88.90371415
17031220300,89.16124365
17031830900,89.01665443
17031161100,87.08651775
17031310800,89.43387317
17031161000,86.75593896
17031190401,91.5333954
17031190601,89.99164142
17031020801,85.56001911
17031491300,97.41969816
17031491200,98.45694828
17031530100,95.07017193
17031020901,85.99750601
17031491400,92.75476802
17031491000,97.45195252
17031490700,94.24967247
17031490902,94.17360589
17031491100,97.1513075
17031260200,88.75757095
17031530200,97.03458815
17031730700,94.30618483
17031251700,89.56437661
17031750100,96.66068919
17031750600,95.98414647
17031070102,88.22310674
17031530300,95.21084534
17031530400,95.25761063
17031251000,89.59056273
17031530501,97.44767784
17031530503,97.65599593
17031020902,86.57015401
17031750500,94.19799698
17031750200,98.08056091
17031821402,97.06729849
17031720700,98.83542117
17031061800,87.48183479
17031231500,88.51297311
17031260100,88.25278436
17031260300,88.90200468
17031836700,88.75623104
17031837100,89.20639461
17031251600,90.73834344
17031842100,89.54304417
17031833000,89.1310113
17031251800,90.47741482
17031836800,87.62579282
17031280800,89.52254367
17031282700,89.52354453
17031271800,89.37256753
17031837000,89.589709
17031836900,88.40320356
17031837400,89.34017946
17031310700,89.77438057
17031283100,89.02364388
17031063100,88.79448586
17031832900,89.68782468
17031838000,90.1513519
17031310600,89.15824729
17031310900,89.26165014
17031833300,89.54553638
17031130300,85.36806141
17031833100,89.22056906
17031283200,89.57099374
17031838100,89.38307144
17031838200,89.55406426
17031842900,89.23558542
17031040100,85.37345021
17031040202,85.98286829
17031020702,86.91360498
17031060900,86.56442844
17031061901,87.78040564
17031063400,88.88251289
17031062800,90.78670315
17031061902,87.87083608
17031062000,88.62869281
17031062100,88.44708712
17031062200,89.46504862
17031062900,89.92782108
17031063000,88.80284913
17031063200,87.13640478
17031063302,86.69179736
17031063303,86.02577054
17031070101,87.65099844
17031070200,88.30542972
17031070300,88.73770311
17031070400,87.98706006
17031832000,88.69422637
17031061000,88.76496584
17031061500,88.64729664
17031063301,87.81433571
17031062300,89.96325877
17031310400,88.65261592
17031283800,89.30608539
17031281900,91.54657337
17031071100,87.36826036
17031310200,89.73983318
17031310300,88.66752839
17031600600,90.08525506
17031841900,91.41336361
17031600700,89.82981338
17031843200,89.37628902
17031840200,88.66775599
17031130100,85.46139323
17031020602,85.51768491
17031020301,86.29127687
17031020302,84.52325496
17031020601,85.64644271
17031300500,89.90204904
17031301803,91.39515095
17031301801,90.18855873
17031301701,91.87261401
17031301702,91.14890515
17031301802,90.48500068
17031100100,88.37376533
17031100200,87.82059483
17031672000,93.40951548
17031100600,92.26363293
17031100700,91.00775266
17031222900,88.82824237
17031110100,87.78109744
17031032100,87.79292566
17031120100,86.98739267
17031031502,87.74012097
17031120200,88.8431418
17031090300,90.23119312
17031090200,88.95604423
17031100300,87.73694064
17031100500,89.24513594
17031060800,87.59394798
17031760801,89.58093973
17031760803,88.42344033
17031031501,87.87053431
17031810400,90.0475076
17031700301,91.25082106
17031770602,88.2592815
17031090100,93.20748407
17031700100,92.84273048
17031700402,92.22608274
17031710200,92.29608952
17031700302,93.90587872
17031700401,92.90505659
17031440201,90.10737786
17031700501,92.44132238
17031700502,92.7402918
17031440700,93.1576798
17031691200,91.98153396
17031671800,93.43354157
17031681400,93.29344248
17031681300,91.37821811
17031690900,91.91744296
17031691500,90.18506866
17031440101,88.42358077
17031440102,89.00562507
17031440202,90.7718194
17031430200,87.72462143
17031440900,92.87855925
17031691400,90.66447614
17031681200,91.28908551
17031691100,91.8634442
17031691000,91.44497962
17031411000,85.74604787
17031430102,85.40994136
17031430300,89.02547869
17031430800,89.5626126
17031430700,86.41267564
17031430400,90.8643397
17031430900,90.35501425
17031430500,89.88903042
17031430600,88.12792797
17031834200,91.78131137
17031834300,91.87854382
17031071200,86.75469075
17031071400,85.71947847
17031070103,87.21764238
17031431200,89.81762795
17031500100,89.40616845
17031450300,91.85609559
17031440800,90.89800693
17031081403,88.13595215
17031470100,91.72080287
17031480200,92.32608638
17031480100,92.69373108
17031480500,92.41964751
17031510300,93.78803692
17031222800,89.49950404
17031480400,92.82909474
17031500200,91.25600127
17031460600,90.83432154
17031838800,92.58571511
17031280100,90.28566418
17031320100,89.16853812
17031081402,85.77519197
17031431301,88.8885549
17031431400,88.59464585
17031240600,88.77079366
17031460100,89.99924984
17031460302,90.46652308
17031222600,88.82036314
17031460200,92.11575727
17031460301,89.71305611
17031461000,90.81384552
17031051100,91.77953879
17031460700,91.62699065
17031833900,91.81451213
17031510200,94.08206934
17031110501,89.49643988
17031120400,89.08216239
17031120300,90.47493564
17031160200,89.21494768
17031241000,88.81553023
17031130200,89.49875223
17031160100,87.6972199
17031221200,88.04295208
17031051400,89.76678357
17031070700,89.43229152
17031222500,88.88969469
17031221300,88.11723277
17031221600,89.53999353
17031222200,88.36826482
17031832200,90.01451094
17031832400,88.71232927
17031221500,88.84717428
17031222700,89.38432129
17031230100,88.11234293
17031240700,89.14760147
17031240800,88.70023484
17031231100,88.77576273
17031221400,88.26127698
17031240900,86.75449241
17031242800,89.18300773
17031242500,88.70133033
17031242600,87.93649576
17031243100,88.1507467
17031243200,87.58005972
17031243400,88.04003708
17031720500,94.61822404
17031243500,88.82455222
17031750300,95.85544821
17031720600,99.54170143
17031720300,97.70328212
17031720400,96.43353617
17031740100,95.51678037
17031823304,94.37159305
17031831300,89.44925827
17031740200,94.97541623
17031740300,95.40300978
17031250800,89.83314891
17031740400,91.09441468
17031750400,96.06550341
17031540102,93.83679388
17031251100,91.17688476
17031550200,93.7665766
17031530600,96.97860389
17031540101,95.23461184
17031250200,89.46159541
17031230600,89.39497125
17031231200,89.67709558
17031230700,89.01642756
17031836600,88.34293743
17031280400,87.79874266
17031340300,89.66496918
17031837800,89.12784003
17031280900,89.61835176
17031520200,91.05188465
17031510100,91.50560435
17031520300,94.33943152
17031520600,91.45193753
17031550100,93.04959172
17031520500,93.50194018
17031520100,89.58548997
17031520400,95.40080299
17031840100,89.95941208
17031839900,89.33272201
17031600400,88.55728673
17031600900,90.44148674
17031230200,89.13975125
17031230300,89.70987555
17031230800,88.59321653
17031230900,87.7895343
17031110200,90.49304643
17031110502,88.57448161
