X,Y,OBJECTID,CreationDate,Creator,EditDate,Editor,GlobalID,AreaID,UNIT_CODE,UNIT_NAME,DATE_EDIT,STATE,REGION,GNIS_ID,UNIT_TYPE,CREATED_BY,PARKNAME
-9574864.2791,5638503.6444,261,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{F0757708-9CC9-48E4-98ED-A4B67C9F6867},279,SLBE,Sleeping Bear Dunes National Lakeshore,2022/10/03 14:49:37+00,MI,MW,638101,National Lakeshore,Lands,Sleeping Bear Dunes
-10057904.5692,4657677.106,262,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{C0E48CA4-8658-4DB6-9FBF-D6C99C7F5CD0},280,ULSG,Ulysses S. Grant National Historic Site,2008/07/01 00:00:00+00,MO,MW,2733425,National Historic Site,Lands,Ulysses S Grant
-10339971.9361,6184680.5657,263,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{E35FC7C4-5584-497A-A2FB-A0C1A2C6E699},281,VOYA,Voyageurs National Park,2016/08/15 00:00:00+00,MN,MW,660491,National Park,Lands,Voyageurs
-11343565.2305,5441423.6602,264,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{22ED1C0A-B088-48AF-B577-816D8CA8EFB1},282,MIMI,Minuteman Missile National Historic Site,2020/02/03 00:00:00+00,SD,MW,2733442,National Historic Site,Lands,Minuteman Missile
-10502642.513,3564782.8439,265,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{14D7E193-1D60-443D-A184-1B3181F20FCC},283,BITH,Big Thicket National Preserve,2018/03/27 00:00:00+00,TX,IM,1888902,National Preserve,Lands,Big Thicket
-10353405.9749,3719420.6872,266,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{6C5E03D2-1806-485C-9C3F-FE8F3C3CCC70},284,CARI,Cane River Creole National Historical Park,2009/07/28 00:00:00+00,LA,SE,2733428,National Historical Park,Lands,Cane River Creole
-10026263.7331,3498809.7299,267,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{AD3B0E8D-D0FD-4B21-963A-7ED070FEA727},285,JAZZ,New Orleans Jazz National Historical Park,2017/11/08 00:00:00+00,LA,SE,2035602,National Historical Park,Lands,New Orleans Jazz
-11275374.335,3449598.3836,268,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{E789D204-9C25-40E0-8261-2E53F6ADEF4B},286,AMIS,Amistad National Recreation Area,2019/07/22 00:00:00+00,TX,IM,1329499,National Recreation Area,Lands,Amistad
-10168730.2429,4031608.3443,269,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{DB657ECF-83E6-4BF2-9AF2-DFE8EC64C8B2},287,ARPO,Arkansas Post National Memorial,2010/12/13 00:00:00+00,AR,MW,2733432,National Memorial,Lands,Arkansas Post
-11834688.7,4271027.1938,270,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{86525A4E-4876-43B3-B94A-744E02DA9585},288,BAND,Bandelier National Monument,2016/04/26 00:00:00+00,NM,IM,928874,National Monument,Lands,Bandelier
-11487512.9211,3418204.8672,271,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{5E819F0C-1809-4565-A7DC-3FB08FEC6D98},289,BIBE,Big Bend National Park,2018/01/09 00:00:00+00,TX,IM,1377082,National Park,Lands,Big Bend
-11574227.485,4408715.375,272,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{0C3F1D01-0B5E-4B47-A338-4E82AD07C464},290,CAVO,Capulin Volcano National Monument,2004/07/22 00:00:00+00,NM,IM,936867,National Monument,Lands,Capulin Volcano
-11644158.3809,3779082.4235,273,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{6ADEF8D3-4107-4595-B5BB-CD86E0BF7D3E},291,CAVE,Carlsbad Caverns National Park,2017/06/22 00:00:00+00,NM,IM,904780,National Park,Lands,Carlsbad Caverns
-11677504.1953,3751090.3839,274,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{3ED37B92-5E9C-4174-BCCF-75BC01BC0B2E},292,GUMO,Guadalupe Mountains National Park,2023/03/15 14:00:07+00,TX,IM,1377201,National Park,Lands,Guadalupe Mountains
-11850488.4858,3732781.1082,275,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{701EC999-00DF-42F1-90C1-C9B65686D4FF},293,CHAM,Chamizal National Memorial,2008/05/20 00:00:00+00,TX,IM,1888906,National Memorial,Lands,Chamizal
-11565508.1057,3580799.8382,276,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{276E491A-803C-445B-8BA2-73B8170CE800},294,FODA,Fort Davis National Historic Site,2018/04/27 00:00:00+00,TX,IM,1357585,National Historic Site,Lands,Fort Davis
-11689889.0396,4287881.5645,277,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{5F596DA6-7015-44AB-A33F-9F2FB4948F04},295,FOUN,Fort Union National Monument,2007/05/15 00:00:00+00,NM,IM,889156,National Monument,Lands,Fort Union
-12052951.6624,3925553.8213,278,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{604205B6-635E-420B-A78C-ED3C849E3C01},296,GICL,Gila Cliff Dwellings National Monument,2004/05/10 00:00:00+00,NM,IM,928945,National Monument,Lands,Gila Cliff Dwellings
-11809908.1335,4063730.7031,279,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{04F87DF0-14F6-4E2E-AE5B-CAA88DCAF301},297,SAPU,Salinas Pueblo Missions National Monument,2013/11/26 00:00:00+00,NM,IM,936877,National Monument,Lands,Salinas Pueblo Missions
-10356049.0943,4100079.932,280,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{692FAA8C-C606-4C9B-A0F3-C42FCE79F8D0},298,HOSP,Hot Springs National Park,2020/06/15 00:00:00+00,AR,MW,56796,National Park,Lands,Hot Springs
-10274770.742,4128232.2041,281,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{99F282B8-3589-401E-B725-C7B9AEB61235},299,CHSC,Little Rock Central High School National Historic Site,2018/05/08 00:00:00+00,AR,MW,2091841,National Historic Site,Lands,Little Rock Central High School
-10512017.6321,4216815.1097,282,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{2C5F8A4B-DCE1-4BC8-9E2F-C4A34AA02C7C},300,FOSM,Fort Smith National Historic Site,2017/03/14 00:00:00+00,AR,MW,56686,National Historic Site,Lands,Fort Smith
-10467279.2142,4363058.1152,283,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{3AAB4A4C-E741-4DF4-85C5-D38248396677},301,PERI,Pea Ridge National Military Park,2023/09/22 10:00:28+00,AR,MW,53246,National Military Park,Lands,Pea Ridge
-10387206.0782,4306130.9428,284,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{BA68EFAD-3323-400E-BB21-C3697C677B0E},302,BUFF,Buffalo National River,2023/08/22 12:23:48+00,AR,MW,74272,National River,Lands,Buffalo
-10978900.2858,3535936.5018,285,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{2535880A-848E-4E41-8E5A-D23F29333316},303,LYJO,Lyndon B. Johnson National Historical Park,2017/06/23 00:00:00+00,TX,IM,1888941,National Historical Park,Lands,Lyndon B Johnson
-12022697.4099,4416200.7664,286,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{D07F2A13-8376-4AA7-A17E-8DE6853BBA60},304,AZRU,Aztec Ruins National Monument,2017/06/22 00:00:00+00,NM,IM,885961,National Monument,Lands,Aztec Ruins
-12171681.8049,4313571.756,287,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{D8C087FB-BA22-4D0F-A845-C23C6F21BE7D},305,CACH,Canyon de Chelly National Monument,2010/12/14 00:00:00+00,AZ,IM,44981,National Monument,Lands,Canyon de Chelly
-12017845.5792,4305303.3982,288,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{ECF258C8-3C58-499F-B75E-C607E0CC9BEE},306,CHCU,Chaco Culture National Historical Park,2017/12/11 00:00:00+00,NM,IM,936878,National Historical Park,Lands,Chaco Culture
-12061068.4481,4169175.8443,289,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{3E7F079E-72E5-4DDC-9F41-C93C9C9086F1},307,ELMO,El Morro National Monument,2006/12/11 00:00:00+00,NM,IM,906062,National Monument,Lands,El Morro
-12196158.7973,4260417.942,290,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{8BE0DEB0-2F7D-4E2C-81B6-A2298C781958},308,HUTR,Hubbell Trading Post National Historic Site,2008/05/13 00:00:00+00,AZ,IM,6092,National Historic Site,Lands,Hubbell Trading Post
-12304840.865,4395358.7724,291,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{01ECBF58-AC0E-48C9-949C-E0A9ADB186C4},309,NAVA,Navajo National Monument,2009/07/13 00:00:00+00,AZ,IM,8538,National Monument,Lands,Navajo
-12412520.9333,4186538.7465,292,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{ED720865-6682-4945-A809-D4E6E20CECFE},310,WACA,Walnut Canyon National Monument,2018/02/12 00:00:00+00,AZ,IM,35848,National Monument,Lands,Walnut Canyon
-12413386.4292,4214433.3618,293,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{D7F6672A-6031-4AEE-9AD1-DDA76106DFC3},311,SUCR,Sunset Crater Volcano National Monument,2023/09/21 10:07:15+00,AZ,IM,34968,National Monument,Lands,Sunset Crater Volcano
-12401642.1039,4240911.3301,294,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{4789E11E-7684-443A-A46A-DD4E3CC973D0},312,WUPA,Wupatki National Monument,2018/02/06 00:00:00+00,AZ,IM,38197,National Monument,Lands,Wupatki
-10835958.9218,3086764.5824,295,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{8A88B118-DD1F-41F1-A5F3-30099A6CE1AD},313,PAIS,Padre Island National Seashore,2018/07/26 00:00:00+00,TX,IM,1383785,National Seashore,Lands,Padre Island
-11763676.5828,4237253.0647,296,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{B386DC19-D98C-41E5-9CA5-A0B9B47415A3},314,PECO,Pecos National Historical Park,2023/03/15 14:24:12+00,NM,IM,937161,National Historical Park,Lands,Pecos
-10797733.2752,4090131.9138,297,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{738E1C84-5CE7-4B32-8A64-5636DECCB6C9},315,CHIC,Chickasaw National Recreation Area,2018/03/29 00:00:00+00,OK,IM,1101907,National Recreation Area,Lands,Chickasaw
-10034562.2,3478825.5175,298,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{E9360E8D-7FDE-492C-A172-7054F35F2AE5},316,JELA,Jean Lafitte National Historical Park and Preserve,2010/06/11 00:00:00+00,LA,SE,560393,National Historical Park,Lands,Jean Lafitte
-11322228.421,4245876.0843,299,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{A0533D70-8196-4E86-8CE3-A29E50887F8F},317,LAMR,Lake Meredith National Recreation Area,2019/11/25 00:00:00+00,TX,IM,1384770,National Recreation Area,Lands,Lake Meredith
-11317803.4038,4243268.3782,300,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{46924E52-2544-43C0-BB03-198A6D358127},318,ALFL,Alibates Flint Quarries National Monument,2019/11/25 00:00:00+00,TX,IM,1377214,National Monument,Lands,Alibates Flint Quarries
-11413890.3544,3472449.1789,301,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{125AE777-CA44-4160-859A-821D6617B5B5},319,RIGR,Rio Grande Wild and Scenic River,2018/03/22 00:00:00+00,TX,IM,2766087,National Wild & Scenic River,Lands,Rio Grande
-11882837.9769,4182923.655,302,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{DDF39445-C72F-4DE6-9BE6-18764A81C983},320,PETR,Petroglyph National Monument,2023/03/13 14:29:14+00,NM,IM,920404,National Monument,Lands,Petroglyph
-10959924.3073,3418064.3903,303,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{4E96E255-3FAB-488D-92C4-A43E2969545D},321,SAAN,San Antonio Missions National Historical Park,2021/06/24 00:00:00+00,TX,IM,1377039,National Historical Park,Lands,San Antonio Missions
-11099051.8234,4248574.5894,304,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{32147EEF-AC4D-4138-819E-AB90972C676C},323,WABA,Washita Battlefield National Historic Site,2022/03/25 00:00:00+00,OK,IM,1946144,National Historic Site,Lands,Washita Battlefield
-11836151.0628,3864122.1483,305,2023/10/13 12:14:27+00,NPS_WASO_LANDS,2023/10/13 12:14:27+00,NPS_WASO_LANDS,{95835A4B-87EB-4ADC-A4E7-389588F4ECC8},324,WHSA,White Sands National Park,2023/03/15 14:40:32+00,NM,IM,914261,National Park,Lands,White Sands
-10175304.977,3846948.5082,306,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{1DF1414E-2EEA-4C92-8EA5-87D455DBCCBF},326,POPO,Poverty Point National Monument,2013/12/18 00:00:00+00,LA,SE,1888953,National Monument,Lands,Poverty Point
-10849525.503,3002023.443,307,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{B2B655A8-7EE9-4BE4-A697-76C54AC056B9},328,PAAL,Palo Alto Battlefield National Historical Park,2020/09/14 00:00:00+00,TX,IM,1888952,National Historical Park,Lands,Palo Alto Battlefield
-13051207.3377,3851875.4381,308,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{E4F51E72-C899-4E4C-87E3-5F6418BDA3BB},329,CABR,Cabrillo National Monument,2008/08/28 00:00:00+00,CA,PW,255957,National Monument,Lands,Cabrillo
-13325630.3158,4031291.6418,309,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{9CB074E2-87A4-4369-8F6E-640B06FF1EEC},330,CHIS,Channel Islands National Park,2020/12/17 00:00:00+00,CA,PW,1662323,National Park,Lands,Channel Islands
-13039831.8629,4378898.2461,310,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{AC84422A-AB05-468F-BD60-1FD2A39231ED},331,DEVA,Death Valley National Park,2020/01/22 00:00:00+00,CA,PW,857501,National Park,Lands,Death Valley
-13657539.8783,4571919.2151,311,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{DE50FB79-E32B-43E3-AEE1-01413D09050E},332,GOGA,Golden Gate National Recreation Area,2015/04/20 00:00:00+00,CA,PW,255952,National Recreation Area,Lands,Golden Gate
-17472315.9593,2414822.9227,312,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{792D4D0E-B3AB-4BA8-9E62-56713AD4FE53},333,KALA,Kalaupapa National Historical Park,2009/01/15 00:00:00+00,HI,PW,365030,National Historical Park,Lands,Kalaupapa
-13633679.203,4552414.2095,313,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{13C403E9-26E1-44DE-900A-2F707147841E},334,FOPO,Fort Point National Historic Site,2010/02/24 00:00:00+00,CA,PW,1655639,National Historic Site,Lands,Fort Point
-13584031.8256,4554933.7947,314,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{C9C84778-A3E1-488F-BB24-44EBE29C7096},335,EUON,Eugene O'Neill National Historic Site,2009/05/14 00:00:00+00,CA,PW,1888915,National Historic Site,Lands,Eugene O'Neill
-12501145.2504,4343345.1718,315,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{5DCECD7B-52AB-45E1-8966-4B8A46A61584},336,GRCA,Grand Canyon National Park,2021/01/08 00:00:00+00,AZ,IM,23866,National Park,Lands,Grand Canyon
-17354674.347,2203152.838,316,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{19DCB1E4-0F4B-408B-A2EF-2570AD74FD7F},337,PUHO,Pu'uhonua o Honaunau National Historical Park,2012/01/13 00:00:00+00,HI,PW,358732,National Historical Park,Lands,Pu`uhonua O Honaunau
-17380596.1664,2356074.7817,317,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{02DD2F4A-451C-4514-AE17-3AE3D8F3A50A},338,HALE,Haleakala National Park,2023/03/22 08:48:05+00,HI,PW,358382,National Park,Lands,Haleakala
-17281187.0961,2190652.74,318,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{2DFF58D9-23E6-4F57-86E7-6FB0BA44F92E},339,HAVO,Hawai'i Volcanoes National Park,2022/03/03 00:00:00+00,HI,PW,365210,National Park,Lands,Hawaii Volcanoes
-17345879.8528,2276296.9753,319,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{39FF6735-DE30-4371-8FD4-DC398741101D},340,PUHE,Pu'ukohola Heiau National Historic Site,2008/06/18 00:00:00+00,HI,PW,1877550,National Historic Site,Lands,Puukohola Heiau
-17369288.6296,2234956.33,320,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{D87FC758-E5A1-422E-B351-24EE67B8CC15},341,KAHO,Kaloko-Honokohau National Historical Park,2019/05/08 00:00:00+00,HI,PW,1879023,National Historical Park,Lands,Kaloko-Honokohau
-12907861.6508,4015294.1611,321,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{30BF4304-0319-4A1B-AEB6-24E231AC37AF},342,JOTR,Joshua Tree National Park,2019/06/13 00:00:00+00,CA,PW,277261,National Park,Lands,Joshua Tree
-12732782.8129,4334324.1395,322,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{51B919BA-9AF0-48EF-A1D6-1A62247D1A14},343,LAKE,Lake Mead National Recreation Area,2023/03/17 00:00:00+00,AZ,PW,858265,National Recreation Area,Lands,Lake Mead
-12861784.6485,4177095.9905,323,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{4D2490B6-6F8E-477E-B5D9-B0A72D54E24C},344,MOJA,Mojave National Preserve,2022/09/15 12:38:07+00,CA,PW,1888945,National Preserve,Lands,Mojave
-13514702.9903,4938449.7783,324,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{354AB07D-A7CA-4202-A1A0-4162CF1530D3},345,LAVO,Lassen Volcanic National Park,2015/08/19 00:00:00+00,CA,PW,262325,National Park,Lands,Lassen Volcanic
-13527694.8508,5125320.3893,325,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{44E3D62F-D28D-4C88-A5F8-9821B14B733F},346,LABE,Lava Beds National Monument,2011/09/06 00:00:00+00,CA,PW,262358,National Monument,Lands,Lava Beds
-12717613.7725,4711247.5826,326,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{12F23062-746D-4203-B5D3-984C45ED9D22},347,GRBA,Great Basin National Park,2009/09/10 00:00:00+00,NV,PW,862430,National Park,Lands,Great Basin
-12219836.2449,4154516.5706,327,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{B21DFAFA-668A-4347-93D3-9DF829BF1A58},348,PEFO,Petrified Forest National Park,2023/03/13 14:26:29+00,AZ,IM,23864,National Park,Lands,Petrified Forest
-13488958.8512,4366231.7923,328,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{BF7C859D-CC65-4322-BA4A-2EB0B6AF51B7},349,PINN,Pinnacles National Park,2014/02/05 00:00:00+00,CA,PW,247533,National Park,Lands,Pinnacles
-13804113.272,5053375.8141,329,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{DA048D86-59AA-439E-91AB-4C7446192D13},350,REDW,Redwood National Park,2023/09/16 10:09:35+00,CA,PW,277109,National Park,Lands,Redwood
-13621846.8265,4566485.0876,330,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{E06D5D02-D550-48F6-86C4-6B8451158778},351,RORI,Rosie the Riveter/World War II Home Front National Historical Park,2010/05/17 00:00:00+00,CA,PW,2026588,National Historical Park,Lands,Rosie the Riveter WWII Home Front
-13595710.4419,4576836.9488,331,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{C33C6DD4-6405-4D2F-8861-5B5A85D4E47D},352,JOMU,John Muir National Historic Site,2023/09/15 09:24:23+00,CA,PW,226274,National Historic Site,Lands,John Muir
-13645565.6388,4564796.898,332,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{D5273362-9002-4312-A800-FCDD014040E7},353,MUWO,Muir Woods National Monument,2019/09/18 00:00:00+00,CA,PW,229295,National Monument,Lands,Muir Woods
-13683118.4599,4589425.4835,333,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{63267FF5-3889-4A7D-A2CA-36CD8CE2014B},354,PORE,Point Reyes National Seashore,2005/10/25 00:00:00+00,CA,PW,234493,National Seashore,Lands,Point Reyes
-13224584.7059,4043631.7027,334,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{324FB12E-9013-42B7-86B9-AC9FE37D04A6},355,SAMO,Santa Monica Mountains National Recreation Area,2020/04/07 00:00:00+00,CA,PW,277263,National Recreation Area,Lands,Santa Monica Mountains
-13198082.1246,4369137.6451,335,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{7FC115EE-DF52-4EC6-A5AD-16CCC2AB131D},356,SEQU,Sequoia National Park,2008/11/26 00:00:00+00,CA,PW,266000,National Park,Lands,Sequoia
-13201807.343,4421690.3512,336,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{B04D7A55-C9BC-42A8-AC9F-A4E80A3554D8},357,KICA,Kings Canyon National Park,2011/10/17 00:00:00+00,CA,PW,255948,National Park,Lands,Kings Canyon
-13256781.9883,4525233.6258,337,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{6DCDCE74-0281-4298-9D39-E4A1609B41DB},358,DEPO,Devils Postpile National Monument,2013/01/25 00:00:00+00,CA,PW,266641,National Monument,Lands,Devils Postpile
-13584351.6535,4587437.5876,338,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{060E08D1-8F23-4B5B-94AE-28B22438B7B2},359,POCH,Port Chicago Naval Magazine National Memorial,2015/04/21 00:00:00+00,CA,PW,1967105,National Memorial,Lands,Port Chicago Naval Magazine
-12415758.6684,3894898.0064,339,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{25EC6044-1581-4BA3-B8BF-6363525C63D1},360,CAGR,Casa Grande Ruins National Monument,2020/04/29 00:00:00+00,AZ,IM,44811,National Monument,Lands,Casa Grande Ruins
-12172513.3809,3765382.1515,340,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{45E3224B-9468-4588-8DFA-8B82CEBA9CB6},361,CHIR,Chiricahua National Monument,2014/09/10 00:00:00+00,AZ,IM,2877,National Monument,Lands,Chiricahua
-12273696.9513,3678386.7658,341,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{E58BEFB4-AE27-4AE2-B676-99EDAC5E15BF},362,CORO,Coronado National Memorial,2023/09/14 15:55:00+00,AZ,IM,40512,National Memorial,Lands,Coronado
-12183713.3475,3782928.0356,342,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{736C43F8-CF2C-48F1-B702-17E948A359DF},363,FOBO,Fort Bowie National Historic Site,2022/11/16 10:54:05+00,AZ,IM,1888916,National Historic Site,Lands,Fort Bowie
-12449601.9704,4111439.0373,343,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{A2C3F66B-3116-44DD-8D18-9CE08A50D9F4},364,MOCA,Montezuma Castle National Monument,2011/09/20 00:00:00+00,AZ,IM,31964,National Monument,Lands,Montezuma Castle
-12565240.2719,3764414.1007,344,2023/10/13 12:14:29+00,NPS_WASO_LANDS,2023/10/13 12:14:29+00,NPS_WASO_LANDS,{FE7CDE54-D7D0-4E0C-9A27-DBAE164C78CB},365,ORPI,Organ Pipe Cactus National Monument,2017/05/12 00:00:00+00,AZ,IM,15492,National Monument,Lands,Organ Pipe Cactus
