OBJECTID,geoid,ZONE_CODE,COUNT,AREA,MEAN_HEAT_INDEX
650,17031760801,650,13011,1301100,88.72755592
651,17031760803,651,7585,758500,88.1490083
652,17031031501,652,1590,159000,87.45070583
653,17031810400,653,3778,377800,88.8742045
654,17031700301,654,12748,1274800,89.38169501
655,17031770602,655,7143,714300,86.87355643
656,17031090100,656,9305,930500,89.65707445
657,17031700100,657,23129,2312900,90.10373716
658,17031700402,658,11496,1149600,89.70196408
659,17031710200,659,7418,741800,89.91839845
660,17031700302,660,13175,1317500,90.53730956
661,17031700401,661,14813,1481300,90.04786462
662,17031440201,662,5314,531400,89.1516976
663,17031700501,663,16676,1667600,89.89284889
664,17031700502,664,17222,1722200,89.89239405
665,17031440700,665,3272,327200,89.96336368
666,17031691200,666,10112,1011200,89.78710982
667,17031671800,667,3243,324300,90.25627189
668,17031681400,668,6453,645300,89.95429101
669,17031681300,669,7161,716100,89.13957096
670,17031690900,670,6560,656000,89.85444387
671,17031691500,671,6759,675900,88.76812814
672,17031440101,672,3764,376400,88.12780919
673,17031440102,673,6266,626600,88.21438735
674,17031440202,674,7812,781200,89.0487793
675,17031430200,675,6612,661200,87.83984
676,17031440900,676,7421,742100,89.69522011
677,17031691400,677,6559,655900,89.26142452
678,17031681200,678,7739,773900,89.39704984
679,17031691100,679,6756,675600,89.52182918
680,17031691000,680,6479,647900,89.63052362
681,17031411000,681,7630,763000,86.88911332
682,17031430102,682,4493,449300,86.29266257
683,17031430300,683,4022,402200,88.31330024
684,17031430800,684,3271,327100,88.89287528
685,17031430700,685,1880,188000,86.74230406
686,17031430400,686,5463,546300,89.2485361
687,17031430900,687,3380,338000,89.33516157
688,17031430500,688,3432,343200,89.25191215
689,17031430600,689,3323,332300,88.07349957
690,17031834200,690,9766,976600,89.87761763
691,17031834300,691,19100,1910000,89.4381546
692,17031071200,692,3236,323600,87.21819847
693,17031071400,693,6390,639000,86.85947261
694,17031070103,694,691,69100,87.21352925
695,17031431200,695,6546,654600,88.97021956
696,17031500100,696,26498,2649800,87.87021543
697,17031450300,697,13646,1364600,89.56723293
698,17031440800,698,2788,278800,89.01013267
699,17031081403,699,3627,362700,86.76577712
700,17031470100,700,15884,1588400,89.33882543
701,17031480200,701,2857,285700,89.69787375
702,17031480100,702,6600,660000,89.72189516
703,17031480500,703,13632,1363200,89.74347112
704,17031510300,704,27871,2787100,90.05804317
705,17031222800,705,1099,109900,88.87131162
706,17031480400,706,18083,1808300,89.8437182
707,17031500200,707,20399,2039900,88.57120398
708,17031460600,708,2599,259900,88.92901163
709,17031838800,709,175888,17588800,89.55535052
710,17031280100,710,5948,594800,88.21426025
711,17031320100,711,9049,904900,87.36692398
712,17031081402,712,5815,581500,83.95470224
713,17031431301,713,4042,404200,88.20021848
714,17031431400,714,10596,1059600,87.77651791
715,17031240600,715,1616,161600,88.77445465
716,17031460100,716,29662,2966200,88.67010304
717,17031460302,717,6482,648200,88.76375726
718,17031222600,718,1610,161000,88.2197503
719,17031460200,719,6008,600800,89.26063143
720,17031460301,720,4852,485200,88.18710288
721,17031461000,721,5695,569500,89.48237011
722,17031051100,722,1614,161400,89.71795053
723,17031460700,723,4211,421100,89.4001789
724,17031833900,724,6796,679600,89.59850137
725,17031510200,725,12795,1279500,90.18423336
726,17031110501,726,7917,791700,88.67245973
727,17031120400,727,10631,1063100,88.35752049
728,17031120300,728,20545,2054500,88.80953135
729,17031160200,729,9576,957600,88.38640596
730,17031241000,730,2053,205300,88.49077042
731,17031130200,731,20789,2078900,88.55604986
732,17031160100,732,5936,593600,87.5885187
733,17031221200,733,3297,329700,87.95309449
734,17031051400,734,3583,358300,88.93476221
735,17031070700,735,6853,685300,88.79986593
736,17031222500,736,1597,159700,88.5981642
737,17031221300,737,3281,328100,88.24637036
738,17031221600,738,3274,327400,88.95379311
739,17031222200,739,2310,231000,88.84785043
740,17031832200,740,3979,397900,89.15876244
741,17031832400,741,3234,323400,88.90881304
742,17031221500,742,3060,306000,89.02144288
743,17031222700,743,2247,224700,88.61825485
744,17031230100,744,1677,167700,87.95368185
745,17031240700,745,1676,167600,88.53802222
746,17031240800,746,1680,168000,88.38711042
747,17031231100,747,1756,175600,88.64347304
748,17031221400,748,3553,355300,88.73474639
749,17031240900,749,9950,995000,87.29695692
750,17031242800,750,4432,443200,89.85474317
751,17031242500,751,3100,310000,88.62336588
752,17031242600,752,4740,474000,88.29616873
753,17031243100,753,3230,323000,88.58531176
754,17031243200,754,3241,324100,88.41433732
755,17031243400,755,3293,329300,88.80404828
756,17031720500,756,10389,1038900,90.63407207
757,17031243500,757,6547,654700,88.89211062
758,17031750300,758,6611,661100,91.02916723
759,17031720600,759,5830,583000,92.14181
760,17031720300,760,12645,1264500,91.59583652
761,17031720400,761,6657,665700,91.07278314
762,17031740100,762,8887,888700,91.08227267
763,17031823304,763,3888,388800,90.30474584
764,17031831300,764,5758,575800,88.92575158
765,17031740200,765,19608,1960800,90.62816936
766,17031740300,766,13211,1321100,90.78805339
767,17031250800,767,5729,572900,89.11351356
768,17031740400,768,28002,2800200,89.09436287
769,17031750400,769,9922,992200,91.02720895
770,17031540102,770,52797,5279700,90.02086808
771,17031251100,771,4938,493800,89.60538547
772,17031550200,772,52748,5274800,90.2337106
773,17031530600,773,10305,1030500,90.98049738
774,17031540101,774,34809,3480900,90.36810727
775,17031250200,775,4980,498000,89.00262939
776,17031230600,776,10123,1012300,89.07866002
777,17031231200,777,6590,659000,88.95725186
778,17031230700,778,6446,644600,88.92712548
779,17031836600,779,6373,637300,88.16667403
780,17031280400,780,5012,501200,88.27759937
781,17031340300,781,2134,213400,88.98517759
782,17031837800,782,10028,1002800,88.99281939
783,17031280900,783,1136,113600,89.14125025
784,17031520200,784,11241,1124100,89.45958274
785,17031510100,785,21704,2170400,89.50466021
786,17031520300,786,9564,956400,91.12639281
787,17031520600,787,10884,1088400,89.33614055
788,17031550100,788,63581,6358100,89.77568106
789,17031520500,789,10497,1049700,90.09493552
790,17031520100,790,25692,2569200,88.08579595
791,17031520400,791,7250,725000,91.35256518
792,17031840100,792,3346,334600,89.03097403
793,17031839900,793,11674,1167400,89.27622815
794,17031600400,794,3264,326400,88.71063616
795,17031600900,795,3802,380200,89.74354529
796,17031230200,796,2134,213400,88.45249157
797,17031230300,797,1082,108200,88.8501556
798,17031230800,798,2031,203100,88.37983158
799,17031230900,799,4508,450800,87.97526965
800,17031110200,800,5955,595500,89.46168817
801,17031110502,801,6510,651000,88.45675834
