OBJECTID,geoid,ZONE_CODE,COUNT,AREA,MEAN
656,17031090100,656,9305,930500,84.08806522
657,17031700100,657,23129,2312900,84.86213861
658,17031700402,658,11496,1149600,84.2621639
659,17031710200,659,7418,741800,84.76838074
660,17031700302,660,13175,1317500,85.03983419
661,17031700401,661,14813,1481300,84.55259695
662,17031440201,662,5314,531400,84.65091587
663,17031700501,663,16676,1667600,84.44168501
664,17031700502,664,17222,1722200,84.15532363
665,17031440700,665,3272,327200,84.42882928
666,17031691200,666,10112,1011200,84.7634995
667,17031671800,667,3243,324300,84.5000941
668,17031681400,668,6453,645300,84.40645378
669,17031681300,669,7161,716100,83.81076903
670,17031690900,670,6560,656000,84.79450704
671,17031691500,671,6759,675900,83.99994064
672,17031440101,672,3764,376400,83.97237393
673,17031440102,673,6266,626600,83.71111009
674,17031440202,674,7812,781200,84.124184
675,17031430200,675,6612,661200,83.59508027
676,17031440900,676,7421,742100,84.16719354
677,17031691400,677,6559,655900,84.5725255
678,17031681200,678,7739,773900,83.96102168
679,17031691100,679,6756,675600,84.53436249
680,17031691000,680,6479,647900,84.67058696
681,17031411000,681,7630,763000,82.43175302
682,17031430102,682,4493,449300,82.09047129
683,17031430300,683,4022,402200,83.86419599
684,17031430800,684,3271,327100,84.25198156
685,17031430700,685,1880,188000,82.54240506
686,17031430400,686,5463,546300,84.54260599
687,17031430900,687,3380,338000,84.55070446
688,17031430500,688,3432,343200,84.70920676
689,17031430600,689,3323,332300,83.77400589
690,17031834200,690,9766,976600,84.80387952
691,17031834300,691,19100,1910000,84.09926695
692,17031071200,692,3236,323600,82.97788008
693,17031071400,693,6390,639000,82.25212081
694,17031070103,694,691,69100,83.08981111
695,17031431200,695,6546,654600,84.22018529
696,17031500100,696,26498,2649800,83.11824603
697,17031450300,697,13646,1364600,84.25781754
698,17031440800,698,2788,278800,84.13257354
699,17031081403,699,3627,362700,82.0535367
700,17031470100,700,15884,1588400,83.93125665
701,17031480200,701,2857,285700,84.37629276
702,17031480100,702,6600,660000,84.12680463
703,17031480500,703,13632,1363200,84.23060045
704,17031510300,704,27871,2787100,84.04622045
705,17031222800,705,1099,109900,84.27162665
706,17031480400,706,18083,1808300,84.20081172
707,17031500200,707,20399,2039900,83.24228452
708,17031460600,708,2599,259900,83.60554185
709,17031838800,709,175888,17588800,83.61994237
710,17031280100,710,5948,594800,83.95332357
711,17031320100,711,9049,904900,82.50064415
712,17031081402,712,5815,581500,80.28332826
713,17031431301,713,4042,404200,83.80257019
714,17031431400,714,10596,1059600,82.78895342
715,17031240600,715,1616,161600,84.28347967
716,17031460100,716,29662,2966200,83.22541348
717,17031460302,717,6482,648200,83.5955183
718,17031222600,718,1610,161000,83.68611816
719,17031460200,719,6008,600800,83.64664274
720,17031460301,720,4852,485200,83.16317659
721,17031461000,721,5695,569500,84.46226219
722,17031051100,722,1614,161400,84.88142237
723,17031460700,723,4211,421100,83.95584885
724,17031833900,724,6796,679600,84.07841679
725,17031510200,725,12795,1279500,84.13308728
726,17031110501,726,7917,791700,83.99645988
727,17031120400,727,10631,1063100,83.5513818
728,17031120300,728,20545,2054500,83.56760719
729,17031160200,729,9576,957600,83.95952943
730,17031241000,730,2053,205300,84.05153657
731,17031130200,731,20789,2078900,83.61123233
732,17031160100,732,5936,593600,83.56198469
733,17031221200,733,3297,329700,83.52483986
734,17031051400,734,3583,358300,84.13133531
735,17031070700,735,6853,685300,84.22816932
736,17031222500,736,1597,159700,84.18652192
737,17031221300,737,3281,328100,83.89181853
738,17031221600,738,3274,327400,84.34682608
739,17031222200,739,2310,231000,84.25278147
740,17031832200,740,3979,397900,84.62300398
741,17031832400,741,3234,323400,84.37171153
742,17031221500,742,3060,306000,84.38118751
743,17031222700,743,2247,224700,84.13885622
744,17031230100,744,1677,167700,83.54406877
745,17031240700,745,1676,167600,84.14971421
746,17031240800,746,1680,168000,83.94997517
747,17031231100,747,1756,175600,84.04170945
748,17031221400,748,3553,355300,84.35609929
749,17031240900,749,9950,995000,83.06539234
750,17031242800,750,4432,443200,84.69263831
751,17031242500,751,3100,310000,84.28720952
752,17031242600,752,4740,474000,83.95232262
753,17031243100,753,3230,323000,84.17451262
754,17031243200,754,3241,324100,84.11554303
755,17031243400,755,3293,329300,84.39418136
756,17031720500,756,10389,1038900,84.21079449
757,17031243500,757,6547,654700,84.43196288
758,17031750300,758,6611,661100,84.6072688
759,17031720600,759,5830,583000,84.70662616
760,17031720300,760,12645,1264500,84.6923158
761,17031720400,761,6657,665700,84.38512467
762,17031740100,762,8887,888700,84.67910275
763,17031823304,763,3888,388800,83.98028783
764,17031831300,764,5758,575800,84.52212486
765,17031740200,765,19608,1960800,84.52575492
766,17031740300,766,13211,1321100,84.50534995
767,17031250800,767,5729,572900,84.41893854
768,17031740400,768,28002,2800200,83.65357395
769,17031750400,769,9922,992200,84.43202706
770,17031540102,770,52797,5279700,83.81165186
771,17031251100,771,4938,493800,84.76540023
772,17031550200,772,52748,5274800,84.13080402
773,17031530600,773,10305,1030500,84.37071998
774,17031540101,774,34809,3480900,83.73930337
775,17031250200,775,4980,498000,84.50722504
776,17031230600,776,10123,1012300,84.50977388
777,17031231200,777,6590,659000,84.28651804
778,17031230700,778,6446,644600,84.41039153
779,17031836600,779,6373,637300,83.83245186
780,17031280400,780,5012,501200,83.99344433
781,17031340300,781,2134,213400,84.39793859
782,17031837800,782,10028,1002800,84.33250367
783,17031280900,783,1136,113600,84.56070582
784,17031520200,784,11241,1124100,84.06766721
785,17031510100,785,21704,2170400,84.05914117
786,17031520300,786,9564,956400,84.68845012
787,17031520600,787,10884,1088400,83.88851008
788,17031550100,788,63581,6358100,83.65143526
789,17031520500,789,10497,1049700,84.18556268
790,17031520100,790,25692,2569200,82.91512355
791,17031520400,791,7250,725000,84.86036946
792,17031840100,792,3346,334600,84.45652546
793,17031839900,793,11674,1167400,84.55566046
794,17031600400,794,3264,326400,84.38422127
795,17031600900,795,3802,380200,84.64879321
796,17031230200,796,2134,213400,84.0730501
797,17031230300,797,1082,108200,84.25739108
798,17031230800,798,2031,203100,83.98066471
799,17031230900,799,4508,450800,83.69294262
800,17031110200,800,5955,595500,84.63758846
801,17031110502,801,6510,651000,84.06811452
